Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
I22057	I22057_ERS8209216	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22057_ERS8209216_L1_R1.fastq.gz	NA	NA
I22060	I22060_ERS8209217	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22060_ERS8209217_L1_R1.fastq.gz	NA	NA
I22060	I22060_ERS8209218	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22060_ERS8209218_L1_R1.fastq.gz	NA	NA
I22062	I22062_ERS8209219	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22062_ERS8209219_L1_R1.fastq.gz	NA	NA
I22062	I22062_ERS8209220	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22062_ERS8209220_L1_R1.fastq.gz	NA	NA
I22064	I22064_ERS8209221	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22064_ERS8209221_L1_R1.fastq.gz	NA	NA
I22064	I22064_ERS8209222	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22064_ERS8209222_L1_R1.fastq.gz	NA	NA
I22065	I22065_ERS8209223	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22065_ERS8209223_L1_R1.fastq.gz	NA	NA
I22065	I22065_ERS8209224	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22065_ERS8209224_L1_R1.fastq.gz	NA	NA
I22937	I22937_ERS8209225	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22937_ERS8209225_L1_R1.fastq.gz	NA	NA
I22937	I22937_ERS8209226	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22937_ERS8209226_L1_R1.fastq.gz	NA	NA
I22938	I22938_ERS8209227	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22938_ERS8209227_L1_R1.fastq.gz	NA	NA
I22938	I22938_ERS8209228	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22938_ERS8209228_L1_R1.fastq.gz	NA	NA
I22940	I22940_ERS8209229	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22940_ERS8209229_L1_R1.fastq.gz	NA	NA
I22940	I22940_ERS8209230	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I22940_ERS8209230_L1_R1.fastq.gz	NA	NA
I23205	I23205_ERS8209231	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23205_ERS8209231_L1_R1.fastq.gz	NA	NA
I23205	I23205_ERS8209232	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23205_ERS8209232_L1_R1.fastq.gz	NA	NA
I23206	I23206_ERS8209233	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23206_ERS8209233_L1_R1.fastq.gz	NA	NA
I23206	I23206_ERS8209234	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23206_ERS8209234_L1_R1.fastq.gz	NA	NA
I23207	I23207_ERS8209235	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23207_ERS8209235_L1_R1.fastq.gz	NA	NA
I23207	I23207_ERS8209236	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23207_ERS8209236_L1_R1.fastq.gz	NA	NA
I23208	I23208_ERS8209237	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23208_ERS8209237_L1_R1.fastq.gz	NA	NA
I23208	I23208_ERS8209238	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23208_ERS8209238_L1_R1.fastq.gz	NA	NA
I23209	I23209_ERS8209239	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23209_ERS8209239_L1_R1.fastq.gz	NA	NA
I23209	I23209_ERS8209240	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23209_ERS8209240_L1_R1.fastq.gz	NA	NA
I23210	I23210_ERS8209241	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23210_ERS8209241_L1_R1.fastq.gz	NA	NA
I23210	I23210_ERS8209242	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23210_ERS8209242_L1_R1.fastq.gz	NA	NA
I23211	I23211_ERS8209243	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23211_ERS8209243_L1_R1.fastq.gz	NA	NA
I23211	I23211_ERS8209244	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23211_ERS8209244_L1_R1.fastq.gz	NA	NA
I23212	I23212_ERS8209245	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23212_ERS8209245_L1_R1.fastq.gz	NA	NA
I23212	I23212_ERS8209246	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23212_ERS8209246_L1_R1.fastq.gz	NA	NA
I23569	I23569_ERS8209247	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23569_ERS8209247_L1_R1.fastq.gz	NA	NA
I23569	I23569_ERS8209248	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23569_ERS8209248_L1_R1.fastq.gz	NA	NA
I23904	I23904_ERS8209249	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23904_ERS8209249_L1_R1.fastq.gz	NA	NA
I23904	I23904_ERS8209250	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23904_ERS8209250_L1_R1.fastq.gz	NA	NA
I23911	I23911_ERS8209251	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23911_ERS8209251_L1_R1.fastq.gz	NA	NA
I23911	I23911_ERS8209252	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23911_ERS8209252_L1_R1.fastq.gz	NA	NA
I23974	I23974_ERS8209253	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23974_ERS8209253_L1_R1.fastq.gz	NA	NA
I23974	I23974_ERS8209254	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23974_ERS8209254_L1_R1.fastq.gz	NA	NA
I23978	I23978_ERS8209255	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23978_ERS8209255_L1_R1.fastq.gz	NA	NA
I23978	I23978_ERS8209256	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23978_ERS8209256_L1_R1.fastq.gz	NA	NA
I23995	I23995_ERS8209257	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23995_ERS8209257_L1_R1.fastq.gz	NA	NA
I23995	I23995_ERS8209258	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23995_ERS8209258_L1_R1.fastq.gz	NA	NA
I23996	I23996_ERS8209259	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23996_ERS8209259_L1_R1.fastq.gz	NA	NA
I23996	I23996_ERS8209260	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I23996_ERS8209260_L1_R1.fastq.gz	NA	NA
I2405	I2405_ERS8209261	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2405_ERS8209261_L1_R1.fastq.gz	NA	NA
I2405	I2405_ERS8209262	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2405_ERS8209262_L1_R1.fastq.gz	NA	NA
I2407	I2407_ERS8209263	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2407_ERS8209263_L1_R1.fastq.gz	NA	NA
I2407	I2407_ERS8209264	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2407_ERS8209264_L1_R1.fastq.gz	NA	NA
I2413	I2413_ERS8209265	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2413_ERS8209265_L1_R1.fastq.gz	NA	NA
I2413	I2413_ERS8209266	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2413_ERS8209266_L1_R1.fastq.gz	NA	NA
I2419	I2419_ERS8209267	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2419_ERS8209267_L1_R1.fastq.gz	NA	NA
I2419	I2419_ERS8209268	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2419_ERS8209268_L1_R1.fastq.gz	NA	NA
I24342	I24342_ERS8209269	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24342_ERS8209269_L1_R1.fastq.gz	NA	NA
I24342	I24342_ERS8209270	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24342_ERS8209270_L1_R1.fastq.gz	NA	NA
I24344	I24344_ERS8209271	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24344_ERS8209271_L1_R1.fastq.gz	NA	NA
I24344	I24344_ERS8209272	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24344_ERS8209272_L1_R1.fastq.gz	NA	NA
I24345	I24345_ERS8209273	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24345_ERS8209273_L1_R1.fastq.gz	NA	NA
I24345	I24345_ERS8209274	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24345_ERS8209274_L1_R1.fastq.gz	NA	NA
I2435	I2435_ERS8209275	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2435_ERS8209275_L1_R1.fastq.gz	NA	NA
I2435	I2435_ERS8209276	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2435_ERS8209276_L1_R1.fastq.gz	NA	NA
I2446	I2446_ERS8209277	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2446_ERS8209277_L1_R1.fastq.gz	NA	NA
I2446	I2446_ERS8209278	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2446_ERS8209278_L1_R1.fastq.gz	NA	NA
I2448	I2448_ERS8209279	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2448_ERS8209279_L1_R1.fastq.gz	NA	NA
I2448	I2448_ERS8209280	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2448_ERS8209280_L1_R1.fastq.gz	NA	NA
I24638	I24638_ERS8209281	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24638_ERS8209281_L1_R1.fastq.gz	NA	NA
I24638	I24638_ERS8209282	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24638_ERS8209282_L1_R1.fastq.gz	NA	NA
I24639	I24639_ERS8209283	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24639_ERS8209283_L1_R1.fastq.gz	NA	NA
I24639	I24639_ERS8209284	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24639_ERS8209284_L1_R1.fastq.gz	NA	NA
I2469	I2469_ERS8209285	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2469_ERS8209285_L1_R1.fastq.gz	NA	NA
I2469	I2469_ERS8209286	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2469_ERS8209286_L1_R1.fastq.gz	NA	NA
I2470	I2470_ERS8209287	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2470_ERS8209287_L1_R1.fastq.gz	NA	NA
I2470	I2470_ERS8209288	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2470_ERS8209288_L1_R1.fastq.gz	NA	NA
I24879	I24879_ERS8209289	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24879_ERS8209289_L1_R1.fastq.gz	NA	NA
I24879	I24879_ERS8209290	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24879_ERS8209290_L1_R1.fastq.gz	NA	NA
I24882	I24882_ERS8209291	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24882_ERS8209291_L1_R1.fastq.gz	NA	NA
I24882	I24882_ERS8209292	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24882_ERS8209292_L1_R1.fastq.gz	NA	NA
I24883	I24883_ERS8209293	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24883_ERS8209293_L1_R1.fastq.gz	NA	NA
I24883	I24883_ERS8209294	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I24883_ERS8209294_L1_R1.fastq.gz	NA	NA
I25504	I25504_ERS8209295	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25504_ERS8209295_L1_R1.fastq.gz	NA	NA
I25504	I25504_ERS8209296	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25504_ERS8209296_L1_R1.fastq.gz	NA	NA
I25505	I25505_ERS8209297	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25505_ERS8209297_L1_R1.fastq.gz	NA	NA
I25505	I25505_ERS8209298	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25505_ERS8209298_L1_R1.fastq.gz	NA	NA
I25507	I25507_ERS8209299	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25507_ERS8209299_L1_R1.fastq.gz	NA	NA
I25507	I25507_ERS8209300	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25507_ERS8209300_L1_R1.fastq.gz	NA	NA
I25508	I25508_ERS8209301	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25508_ERS8209301_L1_R1.fastq.gz	NA	NA
I25508	I25508_ERS8209302	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25508_ERS8209302_L1_R1.fastq.gz	NA	NA
I25509	I25509_ERS8209303	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25509_ERS8209303_L1_R1.fastq.gz	NA	NA
I25509	I25509_ERS8209304	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25509_ERS8209304_L1_R1.fastq.gz	NA	NA
I25510	I25510_ERS8209305	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25510_ERS8209305_L1_R1.fastq.gz	NA	NA
I25510	I25510_ERS8209306	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25510_ERS8209306_L1_R1.fastq.gz	NA	NA
I25512	I25512_ERS8209307	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25512_ERS8209307_L1_R1.fastq.gz	NA	NA
I25512	I25512_ERS8209308	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25512_ERS8209308_L1_R1.fastq.gz	NA	NA
I25516	I25516_ERS8209309	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25516_ERS8209309_L1_R1.fastq.gz	NA	NA
I25516	I25516_ERS8209310	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25516_ERS8209310_L1_R1.fastq.gz	NA	NA
I25517	I25517_ERS8209311	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25517_ERS8209311_L1_R1.fastq.gz	NA	NA
I25517	I25517_ERS8209312	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25517_ERS8209312_L1_R1.fastq.gz	NA	NA
I25518	I25518_ERS8209313	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25518_ERS8209313_L1_R1.fastq.gz	NA	NA
I25518	I25518_ERS8209314	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25518_ERS8209314_L1_R1.fastq.gz	NA	NA
I25519	I25519_ERS8209315	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25519_ERS8209315_L1_R1.fastq.gz	NA	NA
I25519	I25519_ERS8209316	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25519_ERS8209316_L1_R1.fastq.gz	NA	NA
I25522	I25522_ERS8209317	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25522_ERS8209317_L1_R1.fastq.gz	NA	NA
I25522	I25522_ERS8209318	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25522_ERS8209318_L1_R1.fastq.gz	NA	NA
I25523	I25523_ERS8209319	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25523_ERS8209319_L1_R1.fastq.gz	NA	NA
I25523	I25523_ERS8209320	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25523_ERS8209320_L1_R1.fastq.gz	NA	NA
I25524	I25524_ERS8209321	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25524_ERS8209321_L1_R1.fastq.gz	NA	NA
I25524	I25524_ERS8209322	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25524_ERS8209322_L1_R1.fastq.gz	NA	NA
I25525	I25525_ERS8209323	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25525_ERS8209323_L1_R1.fastq.gz	NA	NA
I25525	I25525_ERS8209324	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I25525_ERS8209324_L1_R1.fastq.gz	NA	NA
I2565	I2565_ERS8209325	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2565_ERS8209325_L1_R1.fastq.gz	NA	NA
I2565	I2565_ERS8209326	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2565_ERS8209326_L1_R1.fastq.gz	NA	NA
I2569	I2569_ERS8209327	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2569_ERS8209327_L1_R1.fastq.gz	NA	NA
I2569	I2569_ERS8209328	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2569_ERS8209328_L1_R1.fastq.gz	NA	NA
I2574	I2574_ERS8209329	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2574_ERS8209329_L1_R1.fastq.gz	NA	NA
I2574	I2574_ERS8209330	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2574_ERS8209330_L1_R1.fastq.gz	NA	NA
I2575	I2575_ERS8209331	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2575_ERS8209331_L1_R1.fastq.gz	NA	NA
I2575	I2575_ERS8209332	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2575_ERS8209332_L1_R1.fastq.gz	NA	NA
I2598	I2598_ERS8209333	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2598_ERS8209333_L1_R1.fastq.gz	NA	NA
I2598	I2598_ERS8209334	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2598_ERS8209334_L1_R1.fastq.gz	NA	NA
I2611	I2611_ERS8209335	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2611_ERS8209335_L1_R1.fastq.gz	NA	NA
I2611	I2611_ERS8209336	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2611_ERS8209336_L1_R1.fastq.gz	NA	NA
I2629	I2629_ERS8209337	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2629_ERS8209337_L1_R1.fastq.gz	NA	NA
I2629	I2629_ERS8209338	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2629_ERS8209338_L1_R1.fastq.gz	NA	NA
I2656	I2656_ERS8209339	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2656_ERS8209339_L1_R1.fastq.gz	NA	NA
I2656	I2656_ERS8209340	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2656_ERS8209340_L1_R1.fastq.gz	NA	NA
I2658	I2658_ERS8209341	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2658_ERS8209341_L1_R1.fastq.gz	NA	NA
I2658	I2658_ERS8209342	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2658_ERS8209342_L1_R1.fastq.gz	NA	NA
I26628	I26628_ERS8209343	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26628_ERS8209343_L1_R1.fastq.gz	NA	NA
I26628	I26628_ERS8209344	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26628_ERS8209344_L1_R1.fastq.gz	NA	NA
I26629	I26629_ERS8209345	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26629_ERS8209345_L1_R1.fastq.gz	NA	NA
I26629	I26629_ERS8209346	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26629_ERS8209346_L1_R1.fastq.gz	NA	NA
I26630	I26630_ERS8209347	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26630_ERS8209347_L1_R1.fastq.gz	NA	NA
I26630	I26630_ERS8209348	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26630_ERS8209348_L1_R1.fastq.gz	NA	NA
I26726	I26726_ERS8209349	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26726_ERS8209349_L1_R1.fastq.gz	NA	NA
I26726	I26726_ERS8209350	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26726_ERS8209350_L1_R1.fastq.gz	NA	NA
I26735	I26735_ERS8209351	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26735_ERS8209351_L1_R1.fastq.gz	NA	NA
I26735	I26735_ERS8209352	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26735_ERS8209352_L1_R1.fastq.gz	NA	NA
I26738	I26738_ERS8209353	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26738_ERS8209353_L1_R1.fastq.gz	NA	NA
I26738	I26738_ERS8209354	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26738_ERS8209354_L1_R1.fastq.gz	NA	NA
I26741	I26741_ERS8209355	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26741_ERS8209355_L1_R1.fastq.gz	NA	NA
I26741	I26741_ERS8209356	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26741_ERS8209356_L1_R1.fastq.gz	NA	NA
I26742	I26742_ERS8209357	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26742_ERS8209357_L1_R1.fastq.gz	NA	NA
I26742	I26742_ERS8209358	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26742_ERS8209358_L1_R1.fastq.gz	NA	NA
I26773	I26773_ERS8209359	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26773_ERS8209359_L1_R1.fastq.gz	NA	NA
I26773	I26773_ERS8209360	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26773_ERS8209360_L1_R1.fastq.gz	NA	NA
I26774	I26774_ERS8209361	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26774_ERS8209361_L1_R1.fastq.gz	NA	NA
I26774	I26774_ERS8209362	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26774_ERS8209362_L1_R1.fastq.gz	NA	NA
I26828	I26828_ERS8209363	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26828_ERS8209363_L1_R1.fastq.gz	NA	NA
I26828	I26828_ERS8209364	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26828_ERS8209364_L1_R1.fastq.gz	NA	NA
I26829	I26829_ERS8209365	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26829_ERS8209365_L1_R1.fastq.gz	NA	NA
I26829	I26829_ERS8209366	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26829_ERS8209366_L1_R1.fastq.gz	NA	NA
I26830	I26830_ERS8209367	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26830_ERS8209367_L1_R1.fastq.gz	NA	NA
I26830	I26830_ERS8209368	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26830_ERS8209368_L1_R1.fastq.gz	NA	NA
I26831	I26831_ERS8209369	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26831_ERS8209369_L1_R1.fastq.gz	NA	NA
I26831	I26831_ERS8209370	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26831_ERS8209370_L1_R1.fastq.gz	NA	NA
I26832	I26832_ERS8209371	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26832_ERS8209371_L1_R1.fastq.gz	NA	NA
I26832	I26832_ERS8209372	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26832_ERS8209372_L1_R1.fastq.gz	NA	NA
I26893	I26893_ERS8209373	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26893_ERS8209373_L1_R1.fastq.gz	NA	NA
I26893	I26893_ERS8209374	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I26893_ERS8209374_L1_R1.fastq.gz	NA	NA
I2692	I2692_ERS8209375	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2692_ERS8209375_L1_R1.fastq.gz	NA	NA
I2692	I2692_ERS8209376	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2692_ERS8209376_L1_R1.fastq.gz	NA	NA
I2693	I2693_ERS8209377	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2693_ERS8209377_L1_R1.fastq.gz	NA	NA
I2693	I2693_ERS8209378	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2693_ERS8209378_L1_R1.fastq.gz	NA	NA
I2694	I2694_ERS8209379	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2694_ERS8209379_L1_R1.fastq.gz	NA	NA
I2694	I2694_ERS8209380	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2694_ERS8209380_L1_R1.fastq.gz	NA	NA
I2695	I2695_ERS8209381	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2695_ERS8209381_L1_R1.fastq.gz	NA	NA
I2695	I2695_ERS8209382	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2695_ERS8209382_L1_R1.fastq.gz	NA	NA
I2696	I2696_ERS8209383	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2696_ERS8209383_L1_R1.fastq.gz	NA	NA
I2696	I2696_ERS8209384	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I2696_ERS8209384_L1_R1.fastq.gz	NA	NA
