Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
I14378	I14378_ERS8208302	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14378_ERS8208302_L1_R1.fastq.gz	NA	NA
I14358	I14358_ERS8208293	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14358_ERS8208293_L1_R1.fastq.gz	NA	NA
I14351	I14351_ERS8208287	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14351_ERS8208287_L1_R1.fastq.gz	NA	NA
I14352	I14352_ERS8208290	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14352_ERS8208290_L1_R1.fastq.gz	NA	NA
I14379	I14379_ERS8208304	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14379_ERS8208304_L1_R1.fastq.gz	NA	NA
I17143	I17143_ERS8208718	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17143_ERS8208718_L1_R1.fastq.gz	NA	NA
I14351	I14351_ERS8208288	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14351_ERS8208288_L1_R1.fastq.gz	NA	NA
I16596	I16596_ERS8208667	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16596_ERS8208667_L1_R1.fastq.gz	NA	NA
I14377	I14377_ERS8208300	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14377_ERS8208300_L1_R1.fastq.gz	NA	NA
I14353	I14353_ERS8208291	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14353_ERS8208291_L1_R1.fastq.gz	NA	NA
I14381	I14381_ERS8208308	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14381_ERS8208308_L1_R1.fastq.gz	NA	NA
I14347	I14347_ERS8208284	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14347_ERS8208284_L1_R1.fastq.gz	NA	NA
I14353	I14353_ERS8208292	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14353_ERS8208292_L1_R1.fastq.gz	NA	NA
I14465	I14465_ERS8208311	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14465_ERS8208311_L1_R1.fastq.gz	NA	NA
I14348	I14348_ERS8208285	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14348_ERS8208285_L1_R1.fastq.gz	NA	NA
I14467	I14467_ERS8208313	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14467_ERS8208313_L1_R1.fastq.gz	NA	NA
I17014	I17014_ERS8208705	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17014_ERS8208705_L1_R1.fastq.gz	NA	NA
I14381	I14381_ERS8208307	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14381_ERS8208307_L1_R1.fastq.gz	NA	NA
I17016	I17016_ERS8208709	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17016_ERS8208709_L1_R1.fastq.gz	NA	NA
I14378	I14378_ERS8208301	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14378_ERS8208301_L1_R1.fastq.gz	NA	NA
I14464	I14464_ERS8208310	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14464_ERS8208310_L1_R1.fastq.gz	NA	NA
I14348	I14348_ERS8208286	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14348_ERS8208286_L1_R1.fastq.gz	NA	NA
I14380	I14380_ERS8208306	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14380_ERS8208306_L1_R1.fastq.gz	NA	NA
I14327	I14327_ERS8208282	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14327_ERS8208282_L1_R1.fastq.gz	NA	NA
I14360	I14360_ERS8208298	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14360_ERS8208298_L1_R1.fastq.gz	NA	NA
I14377	I14377_ERS8208299	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14377_ERS8208299_L1_R1.fastq.gz	NA	NA
I14359	I14359_ERS8208295	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14359_ERS8208295_L1_R1.fastq.gz	NA	NA
I14327	I14327_ERS8208281	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14327_ERS8208281_L1_R1.fastq.gz	NA	NA
I14801	I14801_ERS8208344	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14801_ERS8208344_L1_R1.fastq.gz	NA	NA
I14802	I14802_ERS8208345	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14802_ERS8208345_L1_R1.fastq.gz	NA	NA
I14743	I14743_ERS8208335	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14743_ERS8208335_L1_R1.fastq.gz	NA	NA
I14585	I14585_ERS8208331	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14585_ERS8208331_L1_R1.fastq.gz	NA	NA
I15034	I15034_ERS8208411	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15034_ERS8208411_L1_R1.fastq.gz	NA	NA
I15045	I15045_ERS8208428	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15045_ERS8208428_L1_R1.fastq.gz	NA	NA
I14988	I14988_ERS8208395	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14988_ERS8208395_L1_R1.fastq.gz	NA	NA
I15031	I15031_ERS8208405	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15031_ERS8208405_L1_R1.fastq.gz	NA	NA
I15027	I15027_ERS8208398	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15027_ERS8208398_L1_R1.fastq.gz	NA	NA
I15041	I15041_ERS8208419	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15041_ERS8208419_L1_R1.fastq.gz	NA	NA
I15032	I15032_ERS8208408	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15032_ERS8208408_L1_R1.fastq.gz	NA	NA
I16593	I16593_ERS8208664	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16593_ERS8208664_L1_R1.fastq.gz	NA	NA
I15028	I15028_ERS8208400	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15028_ERS8208400_L1_R1.fastq.gz	NA	NA
I15027	I15027_ERS8208397	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15027_ERS8208397_L1_R1.fastq.gz	NA	NA
I15030	I15030_ERS8208404	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15030_ERS8208404_L1_R1.fastq.gz	NA	NA
I15029	I15029_ERS8208401	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15029_ERS8208401_L1_R1.fastq.gz	NA	NA
I15035	I15035_ERS8208414	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15035_ERS8208414_L1_R1.fastq.gz	NA	NA
I15033	I15033_ERS8208409	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15033_ERS8208409_L1_R1.fastq.gz	NA	NA
I15039	I15039_ERS8208415	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15039_ERS8208415_L1_R1.fastq.gz	NA	NA
I14987	I14987_ERS8208394	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14987_ERS8208394_L1_R1.fastq.gz	NA	NA
I16595	I16595_ERS8208665	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16595_ERS8208665_L1_R1.fastq.gz	NA	NA
I17016	I17016_ERS8208710	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17016_ERS8208710_L1_R1.fastq.gz	NA	NA
I15030	I15030_ERS8208403	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15030_ERS8208403_L1_R1.fastq.gz	NA	NA
I15041	I15041_ERS8208420	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15041_ERS8208420_L1_R1.fastq.gz	NA	NA
I14326	I14326_ERS8208280	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14326_ERS8208280_L1_R1.fastq.gz	NA	NA
I14200	I14200_ERS8208278	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14200_ERS8208278_L1_R1.fastq.gz	NA	NA
I14326	I14326_ERS8208279	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14326_ERS8208279_L1_R1.fastq.gz	NA	NA
I14800	I14800_ERS8208342	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14800_ERS8208342_L1_R1.fastq.gz	NA	NA
I14800	I14800_ERS8208341	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14800_ERS8208341_L1_R1.fastq.gz	NA	NA
I14549	I14549_ERS8208322	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14549_ERS8208322_L1_R1.fastq.gz	NA	NA
I14549	I14549_ERS8208321	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14549_ERS8208321_L1_R1.fastq.gz	NA	NA
I14801	I14801_ERS8208343	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14801_ERS8208343_L1_R1.fastq.gz	NA	NA
I14481	I14481_ERS8208318	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14481_ERS8208318_L1_R1.fastq.gz	NA	NA
I14543	I14543_ERS8208319	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14543_ERS8208319_L1_R1.fastq.gz	NA	NA
I14481	I14481_ERS8208317	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14481_ERS8208317_L1_R1.fastq.gz	NA	NA
I14543	I14543_ERS8208320	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14543_ERS8208320_L1_R1.fastq.gz	NA	NA
I15039	I15039_ERS8208416	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15039_ERS8208416_L1_R1.fastq.gz	NA	NA
I15033	I15033_ERS8208410	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15033_ERS8208410_L1_R1.fastq.gz	NA	NA
I15032	I15032_ERS8208407	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15032_ERS8208407_L1_R1.fastq.gz	NA	NA
I15028	I15028_ERS8208399	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15028_ERS8208399_L1_R1.fastq.gz	NA	NA
I14988	I14988_ERS8208396	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14988_ERS8208396_L1_R1.fastq.gz	NA	NA
I15029	I15029_ERS8208402	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15029_ERS8208402_L1_R1.fastq.gz	NA	NA
I15046	I15046_ERS8208429	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15046_ERS8208429_L1_R1.fastq.gz	NA	NA
I15035	I15035_ERS8208413	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15035_ERS8208413_L1_R1.fastq.gz	NA	NA
I15034	I15034_ERS8208412	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15034_ERS8208412_L1_R1.fastq.gz	NA	NA
I14857	I14857_ERS8208361	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14857_ERS8208361_L1_R1.fastq.gz	NA	NA
I14857	I14857_ERS8208362	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14857_ERS8208362_L1_R1.fastq.gz	NA	NA
I14858	I14858_ERS8208363	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14858_ERS8208363_L1_R1.fastq.gz	NA	NA
I16396	I16396_ERS8208558	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I16396_ERS8208558_L1_R1.fastq.gz	NA	NA
I14807	I14807_ERS8208354	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14807_ERS8208354_L1_R1.fastq.gz	NA	NA
I14808	I14808_ERS8208355	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14808_ERS8208355_L1_R1.fastq.gz	NA	NA
I14837	I14837_ERS8208359	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14837_ERS8208359_L1_R1.fastq.gz	NA	NA
I14809	I14809_ERS8208358	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14809_ERS8208358_L1_R1.fastq.gz	NA	NA
I14806	I14806_ERS8208351	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14806_ERS8208351_L1_R1.fastq.gz	NA	NA
I14809	I14809_ERS8208357	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14809_ERS8208357_L1_R1.fastq.gz	NA	NA
I14808	I14808_ERS8208356	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14808_ERS8208356_L1_R1.fastq.gz	NA	NA
I14807	I14807_ERS8208353	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14807_ERS8208353_L1_R1.fastq.gz	NA	NA
I14837	I14837_ERS8208360	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14837_ERS8208360_L1_R1.fastq.gz	NA	NA
I16599	I16599_ERS8208671	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16599_ERS8208671_L1_R1.fastq.gz	NA	NA
I14806	I14806_ERS8208352	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14806_ERS8208352_L1_R1.fastq.gz	NA	NA
I14862	I14862_ERS8208371	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14862_ERS8208371_L1_R1.fastq.gz	NA	NA
I14863	I14863_ERS8208373	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14863_ERS8208373_L1_R1.fastq.gz	NA	NA
I14861	I14861_ERS8208370	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14861_ERS8208370_L1_R1.fastq.gz	NA	NA
I14863	I14863_ERS8208374	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14863_ERS8208374_L1_R1.fastq.gz	NA	NA
I14864	I14864_ERS8208375	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14864_ERS8208375_L1_R1.fastq.gz	NA	NA
I14862	I14862_ERS8208372	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14862_ERS8208372_L1_R1.fastq.gz	NA	NA
I14865	I14865_ERS8208377	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14865_ERS8208377_L1_R1.fastq.gz	NA	NA
I14864	I14864_ERS8208376	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14864_ERS8208376_L1_R1.fastq.gz	NA	NA
I14865	I14865_ERS8208378	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14865_ERS8208378_L1_R1.fastq.gz	NA	NA
I11154	I11154_ERS8207913	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I11154_ERS8207913_L1_R1.fastq.gz	NA	NA
I14866	I14866_ERS8208379	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14866_ERS8208379_L1_R1.fastq.gz	NA	NA
I15046	I15046_ERS8208430	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15046_ERS8208430_L1_R1.fastq.gz	NA	NA
I15040	I15040_ERS8208418	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15040_ERS8208418_L1_R1.fastq.gz	NA	NA
I15031	I15031_ERS8208406	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15031_ERS8208406_L1_R1.fastq.gz	NA	NA
I15040	I15040_ERS8208417	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15040_ERS8208417_L1_R1.fastq.gz	NA	NA
I14985	I14985_ERS8208390	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14985_ERS8208390_L1_R1.fastq.gz	NA	NA
I14984	I14984_ERS8208388	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14984_ERS8208388_L1_R1.fastq.gz	NA	NA
I14980	I14980_ERS8208381	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14980_ERS8208381_L1_R1.fastq.gz	NA	NA
I14983	I14983_ERS8208385	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14983_ERS8208385_L1_R1.fastq.gz	NA	NA
I14983	I14983_ERS8208386	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14983_ERS8208386_L1_R1.fastq.gz	NA	NA
I14984	I14984_ERS8208387	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14984_ERS8208387_L1_R1.fastq.gz	NA	NA
I14982	I14982_ERS8208384	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14982_ERS8208384_L1_R1.fastq.gz	NA	NA
I14982	I14982_ERS8208383	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14982_ERS8208383_L1_R1.fastq.gz	NA	NA
I14980	I14980_ERS8208382	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14980_ERS8208382_L1_R1.fastq.gz	NA	NA
I14866	I14866_ERS8208380	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14866_ERS8208380_L1_R1.fastq.gz	NA	NA
I14985	I14985_ERS8208389	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14985_ERS8208389_L1_R1.fastq.gz	NA	NA
I14804	I14804_ERS8208349	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14804_ERS8208349_L1_R1.fastq.gz	NA	NA
I14803	I14803_ERS8208348	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14803_ERS8208348_L1_R1.fastq.gz	NA	NA
I14802	I14802_ERS8208346	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14802_ERS8208346_L1_R1.fastq.gz	NA	NA
I14803	I14803_ERS8208347	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14803_ERS8208347_L1_R1.fastq.gz	NA	NA
I16459	I16459_ERS8208621	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16459_ERS8208621_L1_R1.fastq.gz	NA	NA
I14804	I14804_ERS8208350	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14804_ERS8208350_L1_R1.fastq.gz	NA	NA
I16459	I16459_ERS8208622	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16459_ERS8208622_L1_R1.fastq.gz	NA	NA
I16463	I16463_ERS8208624	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16463_ERS8208624_L1_R1.fastq.gz	NA	NA
I16463	I16463_ERS8208623	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16463_ERS8208623_L1_R1.fastq.gz	NA	NA
I14858	I14858_ERS8208364	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14858_ERS8208364_L1_R1.fastq.gz	NA	NA
I14859	I14859_ERS8208365	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14859_ERS8208365_L1_R1.fastq.gz	NA	NA
I14860	I14860_ERS8208368	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14860_ERS8208368_L1_R1.fastq.gz	NA	NA
I14860	I14860_ERS8208367	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14860_ERS8208367_L1_R1.fastq.gz	NA	NA
I14859	I14859_ERS8208366	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14859_ERS8208366_L1_R1.fastq.gz	NA	NA
I14861	I14861_ERS8208369	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14861_ERS8208369_L1_R1.fastq.gz	NA	NA
I14986	I14986_ERS8208392	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14986_ERS8208392_L1_R1.fastq.gz	NA	NA
I14987	I14987_ERS8208393	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14987_ERS8208393_L1_R1.fastq.gz	NA	NA
I16611	I16611_ERS8208682	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16611_ERS8208682_L1_R1.fastq.gz	NA	NA
I17145	I17145_ERS8208719	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17145_ERS8208719_L1_R1.fastq.gz	NA	NA
I15048	I15048_ERS8208433	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15048_ERS8208433_L1_R1.fastq.gz	NA	NA
I15049	I15049_ERS8208436	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15049_ERS8208436_L1_R1.fastq.gz	NA	NA
I15071	I15071_ERS8208437	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15071_ERS8208437_L1_R1.fastq.gz	NA	NA
I15071	I15071_ERS8208438	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15071_ERS8208438_L1_R1.fastq.gz	NA	NA
I15047	I15047_ERS8208431	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15047_ERS8208431_L1_R1.fastq.gz	NA	NA
I15049	I15049_ERS8208435	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15049_ERS8208435_L1_R1.fastq.gz	NA	NA
I15047	I15047_ERS8208432	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15047_ERS8208432_L1_R1.fastq.gz	NA	NA
I15048	I15048_ERS8208434	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15048_ERS8208434_L1_R1.fastq.gz	NA	NA
I16099	I16099_ERS8208501	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I16099_ERS8208501_L1_R1.fastq.gz	NA	NA
I15819	I15819_ERS8208454	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15819_ERS8208454_L1_R1.fastq.gz	NA	NA
I15818	I15818_ERS8208452	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15818_ERS8208452_L1_R1.fastq.gz	NA	NA
I15821	I15821_ERS8208456	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15821_ERS8208456_L1_R1.fastq.gz	NA	NA
I15818	I15818_ERS8208451	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15818_ERS8208451_L1_R1.fastq.gz	NA	NA
I15825	I15825_ERS8208461	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15825_ERS8208461_L1_R1.fastq.gz	NA	NA
I15824	I15824_ERS8208460	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15824_ERS8208460_L1_R1.fastq.gz	NA	NA
I15826	I15826_ERS8208463	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15826_ERS8208463_L1_R1.fastq.gz	NA	NA
I15826	I15826_ERS8208464	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15826_ERS8208464_L1_R1.fastq.gz	NA	NA
I15643	I15643_ERS8208441	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15643_ERS8208441_L1_R1.fastq.gz	NA	NA
I15642	I15642_ERS8208439	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15642_ERS8208439_L1_R1.fastq.gz	NA	NA
I15643	I15643_ERS8208442	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15643_ERS8208442_L1_R1.fastq.gz	NA	NA
I15642	I15642_ERS8208440	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15642_ERS8208440_L1_R1.fastq.gz	NA	NA
I17146	I17146_ERS8208721	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17146_ERS8208721_L1_R1.fastq.gz	NA	NA
I16395	I16395_ERS8208555	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I16395_ERS8208555_L1_R1.fastq.gz	NA	NA
I16394	I16394_ERS8208554	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I16394_ERS8208554_L1_R1.fastq.gz	NA	NA
I15650	I15650_ERS8208449	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15650_ERS8208449_L1_R1.fastq.gz	NA	NA
I15650	I15650_ERS8208450	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15650_ERS8208450_L1_R1.fastq.gz	NA	NA
I15646	I15646_ERS8208446	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15646_ERS8208446_L1_R1.fastq.gz	NA	NA
I15648	I15648_ERS8208448	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15648_ERS8208448_L1_R1.fastq.gz	NA	NA
I15644	I15644_ERS8208444	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15644_ERS8208444_L1_R1.fastq.gz	NA	NA
I15646	I15646_ERS8208445	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15646_ERS8208445_L1_R1.fastq.gz	NA	NA
I15644	I15644_ERS8208443	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15644_ERS8208443_L1_R1.fastq.gz	NA	NA
I15648	I15648_ERS8208447	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15648_ERS8208447_L1_R1.fastq.gz	NA	NA
I15950	I15950_ERS8208465	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15950_ERS8208465_L1_R1.fastq.gz	NA	NA
I15825	I15825_ERS8208462	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15825_ERS8208462_L1_R1.fastq.gz	NA	NA
I15821	I15821_ERS8208455	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15821_ERS8208455_L1_R1.fastq.gz	NA	NA
I15823	I15823_ERS8208458	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I15823_ERS8208458_L1_R1.fastq.gz	NA	NA
